Entry Id,Sport,Date,Title,SalaryCap,Score,Opp Score,Position,Entries,Opponent,Entry ($),Winnings ($),Link
S38387521,mlb,2014/08/23,$20K Sat MLB Squeeze,$35k,31,,4786,11173,Tournament,2,0,https://www.fanduel.com/entry/CKYCGLTNX,
S38387516,mlb,2014/08/23,$20K Sat MLB Squeeze,$35k,37.75,,1920,11173,Tournament,2,0,https://www.fanduel.com/entry/CJIJULJUJ,
S38387514,mlb,2014/08/23,$20K Sat MLB Squeeze,$35k,34.75,,3052,11173,Tournament,2,0,https://www.fanduel.com/entry/CORKRDYYV,
S38387512,mlb,2014/08/23,$20K Sat MLB Squeeze,$35k,42.75,,702,11173,Tournament,2,5.00,https://www.fanduel.com/entry/CPTFQMWUN,
S38387497,mlb,2014/08/23,$20K Sat MLB Squeeze,$35k,31,,4786,11173,Tournament,2,0,https://www.fanduel.com/entry/BPNYTPKWB,
S38321200,mlb,2014/08/22,MLB Head-to-head (Late),$35k,34.25,19.75,1,2,dr1515,2,3.60,https://www.fanduel.com/entry/BMINVSKHQ,
S38321201,mlb,2014/08/22,MLB Head-to-head (Late),$35k,34.25,45.91,2,2,mnvikfam51,2,0,https://www.fanduel.com/entry/BLUQJAYJU,
S38321202,mlb,2014/08/22,MLB Head-to-head (Late),$35k,34.25,35.5,2,2,deejayjuan,2,0,https://www.fanduel.com/entry/BLGSWJMLY,
S38312090,mlb,2014/08/22,$900 Fri MLB Triple Up ($5),$35k,34.25,,122,201,Tournament,5,0,https://www.fanduel.com/entry/EONZTAONV,
S38311955,mlb,2014/08/22,$1K Fri MLB Double Up ($5),$35k,34.25,,158,223,Tournament,5,0,https://www.fanduel.com/entry/DKBMYPSHZ,
S38311953,mlb,2014/08/22,$5K Fri MLB Multi-Entry Double Up ($5),$35k,34.25,,664,1115,Tournament,5,0,https://www.fanduel.com/entry/DLDHXYQDR,
S38311948,mlb,2014/08/22,$2500 Fri MLB Bunt,$35k,34.25,,1420,2790,Tournament,1,0,https://www.fanduel.com/entry/DJNPLYGKD,
S38311927,mlb,2014/08/22,$22K Fri MLB Squeeze,$35k,34.25,,6031,12290,Tournament,2,0,https://www.fanduel.com/entry/DUTOSAWQX,
S38246731,mlb,2014/08/21,MLB Head-to-head (Late),$35k,35.25,39,2,2,coldsilverbullets,1,0,https://www.fanduel.com/entry/CGQVDVFUU,
S38246732,mlb,2014/08/21,MLB Head-to-head (Late),$35k,35.25,54,2,2,iggydash,1,0,https://www.fanduel.com/entry/CBHUHCQQI,
S38246733,mlb,2014/08/21,MLB Head-to-head (Late),$35k,35.25,29.25,1,2,dr1515,2,3.60,https://www.fanduel.com/entry/CATWULESM,
S38246735,mlb,2014/08/21,MLB Head-to-head (Late),$35k,35.25,41,2,2,depalma13,2,0,https://www.fanduel.com/entry/CAFZHTSUQ,
S38246736,mlb,2014/08/21,MLB Head-to-head (Late),$35k,35.25,26.75,1,2,cubbies71,2,3.60,https://www.fanduel.com/entry/BZSBVCGWU,
S38246737,mlb,2014/08/21,MLB Head-to-head (Late),$35k,35.25,31.25,1,2,bseitziii,5,9.00,https://www.fanduel.com/entry/CDLKFUMHS,
S38246738,mlb,2014/08/21,MLB Head-to-head (Late),$35k,35.25,44,2,2,pocc02000,5,0,https://www.fanduel.com/entry/CCXMTDAJW,
S38246739,mlb,2014/08/21,MLB Head-to-head (Late),$35k,35.25,33.25,1,2,miamimaniac,5,9.00,https://www.fanduel.com/entry/CCJPGLOMA,
S38246730,mlb,2014/08/21,MLB Head-to-head (Late),$35k,35.25,46.25,2,2,7cadillac7,1,0,https://www.fanduel.com/entry/CHESQMRSQ,
S38246696,mlb,2014/08/21,$600 Thu MLB Triple Up ($5),$35k,35.25,,91,134,Tournament,5,0,https://www.fanduel.com/entry/BMWKCZGWM,
S38246692,mlb,2014/08/21,$1K Thu MLB Double Up ($5),$35k,35.25,,159,223,Tournament,5,0,https://www.fanduel.com/entry/BTHFZATWQ,
S38246688,mlb,2014/08/21,$2K Thu MLB Squeeze #3,$35k,35.25,,656,1116,Tournament,2,0,https://www.fanduel.com/entry/BRDQAIYFG,
S38246687,mlb,2014/08/21,$2K Thu MLB Squeeze #3,$35k,33.75,,738,1116,Tournament,2,0,https://www.fanduel.com/entry/BRRNNAKDC,
S38246676,mlb,2014/08/21,$2K Thu MLB Squeeze #3,$35k,35,,670,1116,Tournament,2,0,https://www.fanduel.com/entry/DKBMYTLGI,
S38186962,mlb,2014/08/20,$2K Wed MLB Squeeze #3,$35k,39.50,,50,1019,Tournament,2,8.67,https://www.fanduel.com/entry/ETJEFPSEQ,
S38186390,mlb,2014/08/20,$2K Wed MLB Squeeze #3,$35k,14.25,,849,1019,Tournament,2,0,https://www.fanduel.com/entry/EMYIJVRBS,
S38173856,mlb,2014/08/20,MLB Head-to-head (Late),$35k,31.75,19.5,1,2,bringemvaught,5,9.00,https://www.fanduel.com/entry/EHPGOIACV,
S38173857,mlb,2014/08/20,MLB Head-to-head (Late),$35k,22,7.91,1,2,mtodd1,5,9.00,https://www.fanduel.com/entry/ELIOZAFNT,
S38173842,mlb,2014/08/20,MLB Head-to-head (Late),$35k,22,20.25,1,2,onions21,1,1.80,https://www.fanduel.com/entry/AURRSAJGJ,
S38173843,mlb,2014/08/20,MLB Head-to-head (Late),$35k,22,14.41,1,2,ajwilkey,1,1.80,https://www.fanduel.com/entry/AUDUFIXIN,
S38173844,mlb,2014/08/20,MLB Head-to-head (Late),$35k,22,21.5,1,2,theultimatecat,1,1.80,https://www.fanduel.com/entry/ATPWSRLKR,
S38173845,mlb,2014/08/20,MLB Head-to-head (Late),$35k,22,9.91,1,2,wolfofcrushstreet,1,1.80,https://www.fanduel.com/entry/ENMEXSBFD,
S38173846,mlb,2014/08/20,MLB Head-to-head (Late),$35k,22,32.25,2,2,brian76560,1,0,https://www.fanduel.com/entry/EMYHLAPHH,
S38173847,mlb,2014/08/20,MLB Head-to-head (Late),$35k,22,28.41,2,2,jreppin,2,0,https://www.fanduel.com/entry/EMKJYJDJL,
S38173848,mlb,2014/08/20,MLB Head-to-head (Late),$35k,22,17.5,1,2,coldsilverbullets,2,3.60,https://www.fanduel.com/entry/ELWMLRRLP,
S38173849,mlb,2014/08/20,MLB Head-to-head (Late),$35k,31.75,20.75,1,2,rocky50,2,3.60,https://www.fanduel.com/entry/EPPUWJWWN,
S38173850,mlb,2014/08/20,MLB Head-to-head (Late),$35k,22,21.91,1,2,bornarebel,2,3.60,https://www.fanduel.com/entry/EPBXJSKYR,
S38173851,mlb,2014/08/20,MLB Head-to-head (Late),$35k,31.75,9.91,1,2,wolfofcrushstreet,2,3.60,https://www.fanduel.com/entry/EONZXAZAV,
S38173852,mlb,2014/08/20,MLB Head-to-head (Late),$35k,22,14,1,2,jets6767,5,9.00,https://www.fanduel.com/entry/EOACKJNCZ,
S38173853,mlb,2014/08/20,MLB Head-to-head (Late),$35k,22,20,1,2,nickmc526,5,9.00,https://www.fanduel.com/entry/EIRBNQXYN,
S38173854,mlb,2014/08/20,MLB Head-to-head (Late),$35k,31.75,6.91,1,2,dtweet7,5,9.00,https://www.fanduel.com/entry/EIDEAZMAR,
S38173792,mlb,2014/08/20,$900 Wed MLB Triple Up ($5),$35k,22,,71,201,Tournament,5,0,https://www.fanduel.com/entry/AIXUZGHBT,
S38173779,mlb,2014/08/20,$1K Wed MLB Double Up ($5),$35k,22,,89,223,Tournament,5,10.00,https://www.fanduel.com/entry/CCJPKIGAR,
S38173768,mlb,2014/08/20,$300 Wed MLB Mini Bunt,$35k,22,,186,335,Tournament,1,0,https://www.fanduel.com/entry/CENFJABSB,
S38173762,mlb,2014/08/20,$2K Wed MLB Bunt,$35k,22,,1200,2234,Tournament,1,0,https://www.fanduel.com/entry/CLLYRTAQB,
S38173730,mlb,2014/08/20,$1K Wed MLB Double Up ($5),$35k,22,,88,223,Tournament,5,10.00,https://www.fanduel.com/entry/BUJBCGJGZ,
S38173723,mlb,2014/08/20,$1K Wed MLB Double Up ($5),$35k,22,,85,223,Tournament,5,10.00,https://www.fanduel.com/entry/BYCJMYORX,
S38173709,mlb,2014/08/20,$1K Wed MLB Double Up ($5),$35k,31.75,,20,223,Tournament,5,10.00,https://www.fanduel.com/entry/DJNPPYQXD,
S38173699,mlb,2014/08/20,$1K Wed MLB Double Up ($5),$35k,32.50,,23,223,Tournament,5,10.00,https://www.fanduel.com/entry/DTDWKAXKJ,
S38173688,mlb,2014/08/20,$1K Wed MLB Double Up ($5),$35k,39.50,,2,223,Tournament,5,10.00,https://www.fanduel.com/entry/DUTOWBHDX,
S38173669,mlb,2014/08/20,$3500 Wed MLB Multi-Entry Double Up ($5),$35k,22,,278,781,Tournament,5,10.00,https://www.fanduel.com/entry/CWRXXVQWV,
S38173667,mlb,2014/08/20,$3500 Wed MLB Multi-Entry Double Up ($5),$35k,27.50,,133,781,Tournament,5,10.00,https://www.fanduel.com/entry/DCAYUOGBH,
S38173658,mlb,2014/08/20,$3K Wed MLB Squeeze #2,$35k,22,,941,1676,Tournament,2,0,https://www.fanduel.com/entry/DGWCEPJHX,
S38173655,mlb,2014/08/20,$3K Wed MLB Squeeze #2,$35k,31.75,,341,1676,Tournament,2,0,https://www.fanduel.com/entry/DEEOTGBSR,
S38173652,mlb,2014/08/20,$3K Wed MLB Squeeze #2,$35k,32.50,,308,1676,Tournament,2,0,https://www.fanduel.com/entry/ESHIHPLND,
S38173649,mlb,2014/08/20,$3K Wed MLB Squeeze #2,$35k,22.25,,927,1676,Tournament,2,0,https://www.fanduel.com/entry/ETXATPVGR,
S38173621,mlb,2014/08/20,$3K Wed MLB Squeeze #2,$35k,27.50,,561,1676,Tournament,2,0,https://www.fanduel.com/entry/FEPCNAZPP,
S37959014,mlb,2014/08/17,MLB Head-to-head,$35k,34.75,24,1,2,ababygirl,2,3.60,https://www.fanduel.com/entry/AFSKLRSSA,
S37959015,mlb,2014/08/17,MLB Head-to-head,$35k,34.75,32.5,1,2,unhskb4,2,3.60,https://www.fanduel.com/entry/AFEMZAGUE,
S37959016,mlb,2014/08/17,MLB Head-to-head,$35k,34.75,26,1,2,vuxu,2,3.60,https://www.fanduel.com/entry/AEQPMIUWI,
S37959017,mlb,2014/08/17,MLB Head-to-head,$35k,39.75,36.25,1,2,sp72sp,2,3.60,https://www.fanduel.com/entry/AIJXXBAHG,
S37959018,mlb,2014/08/17,MLB Head-to-head,$35k,39.75,36,1,2,otbdel97,2,3.60,https://www.fanduel.com/entry/AHWAKJOJK,
S37959019,mlb,2014/08/17,MLB Head-to-head,$35k,34.75,30.5,1,2,govols1234,5,9.00,https://www.fanduel.com/entry/AHICXSCLO,
S37959020,mlb,2014/08/17,MLB Head-to-head,$35k,34.75,30.25,1,2,jmets,5,9.00,https://www.fanduel.com/entry/AGUFLAQNS,
S37959021,mlb,2014/08/17,MLB Head-to-head,$35k,39.75,31.5,1,2,wazvito,5,9.00,https://www.fanduel.com/entry/ABZCAZNHC,
S37959022,mlb,2014/08/17,MLB Head-to-head,$35k,39.75,29.75,1,2,dr1515,5,9.00,https://www.fanduel.com/entry/ABLEOIBJG,
S37959023,mlb,2014/08/17,MLB Head-to-head,$35k,34.75,34.5,1,2,notorious,5,9.00,https://www.fanduel.com/entry/AAXHBQPLK,
S37959007,mlb,2014/08/17,MLB Head-to-head,$35k,34.75,31.75,1,2,coldsilverbullets,1,1.80,https://www.fanduel.com/entry/AJLSWJYCY,
S37959008,mlb,2014/08/17,MLB Head-to-head,$35k,34.75,29.25,1,2,onions21,1,1.80,https://www.fanduel.com/entry/AIXVJSMFC,
S37959009,mlb,2014/08/17,MLB Head-to-head,$35k,34.75,30,1,2,ababygirl,1,1.80,https://www.fanduel.com/entry/AMRDUKRQA,
S37959010,mlb,2014/08/17,MLB Head-to-head,$35k,34.75,24,1,2,jddowning10,1,1.80,https://www.fanduel.com/entry/AMDGHTFSE,
S37959011,mlb,2014/08/17,MLB Head-to-head,$35k,34.75,32,1,2,dwade35,1,1.80,https://www.fanduel.com/entry/AGGHYJEPW,
S37958535,mlb,2014/08/17,MLB 50/50 League,$35k,34.75,,16,40,Tournament,5,9.00,https://www.fanduel.com/entry/AWHKKFBSU,
S37958529,mlb,2014/08/17,MLB 50/50 League,$35k,34.75,,12,40,Tournament,5,9.00,https://www.fanduel.com/entry/BDUBFPMOQ,
S37958513,mlb,2014/08/17,MLB 50/50 League,$35k,34.75,,14,40,Tournament,5,9.00,https://www.fanduel.com/entry/AECRVJMOA,
S37958507,mlb,2014/08/17,MLB 50/50 League,$35k,39.75,,5,40,Tournament,5,9.00,https://www.fanduel.com/entry/AHICTKGBC,
S37958479,mlb,2014/08/17,MLB 50/50 League,$35k,34.75,,11,40,Tournament,5,9.00,https://www.fanduel.com/entry/CAFZRUTCE,
S37958442,mlb,2014/08/17,$3500 Sun MLB Multi-Entry Double Up ($5),$35k,34.75,,166,781,Tournament,5,10.00,https://www.fanduel.com/entry/BQBVLBARC,
S37958431,mlb,2014/08/17,$3500 Sun MLB Multi-Entry Double Up ($5),$35k,34.75,,166,781,Tournament,5,10.00,https://www.fanduel.com/entry/BRRNXBKKQ,
S37958432,mlb,2014/08/17,$3500 Sun MLB Multi-Entry Double Up ($5),$35k,34.75,,166,781,Tournament,5,10.00,https://www.fanduel.com/entry/BRDQKJYMU,
S37958428,mlb,2014/08/17,$3500 Sun MLB Multi-Entry Double Up ($5),$35k,34.75,,166,781,Tournament,5,10.00,https://www.fanduel.com/entry/BXOMGLLMY,
S37958426,mlb,2014/08/17,$3500 Sun MLB Multi-Entry Double Up ($5),$35k,39.75,,87,781,Tournament,5,10.00,https://www.fanduel.com/entry/BYQHFUJIQ,
S37958420,mlb,2014/08/17,$1K Sun MLB Squeeze #2,$35k,34.75,,164,558,Tournament,2,0,https://www.fanduel.com/entry/DKBNIULNW,
S37958415,mlb,2014/08/17,$1K Sun MLB Squeeze #2,$35k,39.75,,101,558,Tournament,2,0,https://www.fanduel.com/entry/DILUWUBUI,
S37958411,mlb,2014/08/17,$1K Sun MLB Squeeze #2,$35k,34.75,,164,558,Tournament,2,0,https://www.fanduel.com/entry/DOWQSVOUM,
S37958409,mlb,2014/08/17,$1K Sun MLB Squeeze #2,$35k,36,,143,558,Tournament,2,0,https://www.fanduel.com/entry/DPYLSEMQE,
S37958383,mlb,2014/08/17,$1K Sun MLB Squeeze #2,$35k,34.75,,164,558,Tournament,2,0,https://www.fanduel.com/entry/CRIXHHKLG,
S37887309,mlb,2014/08/16,$1K Sat MLB Double Up ($5),$35k,10.75,,220,223,Tournament,5,0,https://www.fanduel.com/entry/CBHUYXABD,
S37887305,mlb,2014/08/16,$1K Sat MLB Double Up ($5),$35k,10.75,,222,223,Tournament,5,0,https://www.fanduel.com/entry/CHSQUYNBH,
S37887301,mlb,2014/08/16,$1K Sat MLB Double Up ($5),$35k,10.75,,223,223,Tournament,5,0,https://www.fanduel.com/entry/CFPAWGRJX,
S37887298,mlb,2014/08/16,$1K Sat MLB Double Up ($5),$35k,10.75,,220,223,Tournament,5,0,https://www.fanduel.com/entry/CLLZFQSMF,
S37887296,mlb,2014/08/16,$1K Sat MLB Double Up ($5),$35k,10.75,,217,223,Tournament,5,0,https://www.fanduel.com/entry/CIGOHPYZD,
S37887295,mlb,2014/08/16,$3500 Sat MLB Multi-Entry Double Up ($5),$35k,10.75,,769,781,Tournament,5,0,https://www.fanduel.com/entry/CIULUHKWZ,
S37887291,mlb,2014/08/16,$3500 Sat MLB Multi-Entry Double Up ($5),$35k,10.75,,769,781,Tournament,5,0,https://www.fanduel.com/entry/CPFHQIXXD,
S37887287,mlb,2014/08/16,$3500 Sat MLB Multi-Entry Double Up ($5),$35k,10.75,,769,781,Tournament,5,0,https://www.fanduel.com/entry/CNBRRRCFT,
S37887283,mlb,2014/08/16,$3500 Sat MLB Multi-Entry Double Up ($5),$35k,10.75,,769,781,Tournament,5,0,https://www.fanduel.com/entry/BLGSITGNT,
